"project_id","camera_id","camera_name","make","model","serial_number","year_purchased"
2003269,2045918,"C386b",NA,"",NA,NA
2003269,2045919,"C400b",NA,"",NA,NA
2003269,2045920,"C372b",NA,"",NA,NA
2003269,2045921,"C105b",NA,"",NA,NA
2003269,2045922,"C045b",NA,"",NA,NA
2003269,2045924,"C115b",NA,"",NA,NA
2003269,2045928,"C113b",NA,"",NA,NA
2003269,2045929,"C106b",NA,"",NA,NA
2003269,2045933,"C351b",NA,"",NA,NA
2003269,2045934,"C395b",NA,"",NA,NA
2003269,2045935,"C292a",NA,"",NA,NA
2003269,2045936,"C296a",NA,"",NA,NA
2003269,2045937,"C393b",NA,"",NA,NA
2003269,2045938,"C261a",NA,"",NA,NA
2003269,2045939,"C112b",NA,"",NA,NA
2003269,2045954,"C206a",NA,"",NA,NA
2003269,2045956,"C036a",NA,"",NA,NA
2003269,2045958,"C026a",NA,"",NA,NA
2003269,2045959,"C119b",NA,"",NA,NA
2003269,2045960,"C208a",NA,"",NA,NA
2003269,2046013,"C295a",NA,"",NA,NA
2003269,2046014,"C272a",NA,"",NA,NA
2003269,2046015,"C241a",NA,"",NA,NA
2003269,2046016,"C215a",NA,"",NA,NA
2003269,2046019,"C217a",NA,"",NA,NA
2003269,2046020,"C015a",NA,"",NA,NA
2003269,2046021,"C406a",NA,"",NA,NA
2003269,2046022,"C242a",NA,"",NA,NA
2003269,2046023,"C201a",NA,"",NA,NA
2003269,2046032,"C211a",NA,"",NA,NA
2003269,2046033,"C267a",NA,"",NA,NA
2003269,2046034,"C267a",NA,"",NA,NA
2003269,2046035,"C205a",NA,"",NA,NA
2003269,2046036,"C398a",NA,"",NA,NA
2003269,2046037,"C190a",NA,"",NA,NA
2003269,2046038,"C413a",NA,"",NA,NA
2003269,2046039,"C233a",NA,"",NA,NA
2003269,2046040,"C250a",NA,"",NA,NA
2003269,2046041,"C207a",NA,"",NA,NA
2003269,2046042,"C414a",NA,"",NA,NA
2003269,2046043,"C221a",NA,"",NA,NA
2003269,2046044,"C103b",NA,"",NA,NA
2003269,2046045,"C285a",NA,"",NA,NA
2003269,2046046,"C260a",NA,"",NA,NA
2003269,2046047,"C248a",NA,"",NA,NA
2003269,2046048,"C236a",NA,"",NA,NA
2003269,2046049,"C326a",NA,"",NA,NA
2003269,2046053,"C057a",NA,"",NA,NA
2003269,2046054,"C390b",NA,"",NA,NA
2003269,2046055,"C145a",NA,"",NA,NA
2003269,2046056,"C120a",NA,"",NA,NA
2003269,2046057,"C070a",NA,"",NA,NA
2003269,2046058,"C050a",NA,"",NA,NA
2003269,2046059,"C256a",NA,"",NA,NA
2003269,2046060,"C402a",NA,"",NA,NA
2003269,2046061,"C252a",NA,"",NA,NA
2003269,2046062,"C228a",NA,"",NA,NA
2003269,2046063,"C269a",NA,"",NA,NA
2003269,2046070,"C407a",NA,"",NA,NA
2003269,2046073,"C382c",NA,"",NA,NA
2003269,2046075,"C229a",NA,"",NA,NA
2003269,2046076,"C404a",NA,"",NA,NA
2003269,2046157,"C403a",NA,"",NA,NA
2003269,2046158,"C214a",NA,"",NA,NA
2003269,2046159,"C271a",NA,"",NA,NA
2003269,2046160,"C268a",NA,"",NA,NA
2003269,2046162,"C254a",NA,"",NA,NA
2003269,2046163,"C046a",NA,"",NA,NA
2003269,2046170,"C264a",NA,"",NA,NA
2003269,2046171,"C259a",NA,"",NA,NA
2003269,2046173,"C316a",NA,"",NA,NA
2003269,2046177,"C287b",NA,"",NA,NA
2003269,2046178,"C042a",NA,"",NA,NA
2003269,2046179,"C360b",NA,"",NA,NA
2003269,2046180,"C333b",NA,"",NA,NA
2003269,2046185,"C311b",NA,"",NA,NA
2003269,2046186,"C281b",NA,"",NA,NA
2003269,2046188,"C308b",NA,"",NA,NA
2003269,2046189,"C381a",NA,"",NA,NA
2003269,2046191,"C338b",NA,"",NA,NA
2003269,2046192,"C282b",NA,"",NA,NA
2003269,2046193,"C288b",NA,"",NA,NA
2003269,2046195,"C340a",NA,"",NA,NA
2003269,2046197,"C365a",NA,"",NA,NA
2003269,2046198,"C303a",NA,"",NA,NA
2003269,2046208,"C027a",NA,"",NA,NA
2003269,2046216,"C035a",NA,"",NA,NA
2003269,2046218,"C314a",NA,"",NA,NA
2003269,2046239,"C178a",NA,"",NA,NA
2003269,2046240,"C278a",NA,"",NA,NA
2003269,2046241,"C385a",NA,"",NA,NA
2003269,2046242,"C366b",NA,"",NA,NA
2003269,2046243,"C343b",NA,"",NA,NA
2003269,2046244,"C345b",NA,"",NA,NA
2003269,2046245,"C401b",NA,"",NA,NA
2003269,2046246,"C370b",NA,"",NA,NA
2003269,2046247,"C257a",NA,"",NA,NA
2003269,2046249,"C319a",NA,"",NA,NA
2003269,2046251,"C101b",NA,"",NA,NA
2003269,2046253,"C262a",NA,"",NA,NA
2003269,2046258,"C376b",NA,"",NA,NA
2003269,2046259,"C088a",NA,"",NA,NA
